"PARTIDO","SIGLA","NR_PARTIDO","CNPJ","ESFERA","UF","MUNICIPIO","NR_BANCO","NR_AGENCIA","DV_AGENCIA","NR_CONTA","DV_CONTA","FONTE_RECURSO"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01467336000121","Municipal","RS","TRÊS PASSOS","041","0945","60","060624920","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03897749000171","Municipal","RS","CIDREIRA","041","0601",,"068530","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03510670000146","Municipal","RS","VACARIA","041","0440",,"06856307","03","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01267479000190","Municipal","RS","CHAPADA","041","0584",,"418516720","3","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01281973000109","Municipal","RS","SÃO SEBASTIÃO DO CAÍ","041","0891",,"060520600","5","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01281973000109","Municipal","RS","SÃO SEBASTIÃO DO CAÍ","104","0696",,"29330","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01281973000109","Municipal","RS","SÃO SEBASTIÃO DO CAÍ","104","0696",,"1405","2","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00679356000101","Municipal","RS","LAJEADO","001","0139","2","70184","X","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00726627000124","Municipal","RS","RIO GRANDE","001","84","1","1375","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00726627000124","Municipal","RS","RIO GRANDE","001","84","1","010001375","9","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00726627000124","Municipal","RS","RIO GRANDE","001","84","1","61209","X","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01252722000104","Municipal","RS","SANTANA DA BOA VISTA","041","0821",,"060160030","2","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"92397520000106","Municipal","RS","CACHOEIRINHA","001","2867","3","35467","8","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03871822000136","Municipal","RS","CAÇAPAVA DO SUL","001","0670","X","13019","2","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"12429685000175","Municipal","RS","TENENTE PORTELA","001","0877","X","2801","0","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"06342531000149","Municipal","RS","SÃO PAULO DAS MISSÕES","001","4487","7","7615","5","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03174873000109","Municipal","RS","CAMAQUÃ","041","0160","20","060299040","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"06332643000119","Municipal","RS","CARLOS BARBOSA","001","2859","2","11530","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03929779000112","Municipal","RS","SÃO FRANCISCO DE ASSIS","041","0385",,"060258690","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01396657000182","Municipal","RS","BARÃO DO TRIUNFO","041","0764",,"060247360","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01054059000125","Municipal","RS","SANTA CLARA DO SUL","041","1121","35","06172210","08","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"89831531000130","Municipal","RS","BENTO GONÇALVES","104","0457","3","00003665","0","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"06320150000169","Municipal","RS","BENJAMIN CONSTANT DO SUL","041","0122",,"061180970","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03955186000120","Municipal","RS","NOVA PALMA","748","0434","0","03410","8","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"03955186000120","Municipal","RS","NOVA PALMA","041","0757","52","068512180","9","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01127777000184","Municipal","RS","ARROIO DO MEIO","104","1708","6","4003","3","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"90221201000101","Municipal","RS","GUAPORÉ","041","0675",,"06854515","07","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"06652038000125","Municipal","RS","DOIS LAJEADOS","041","0711",,"06063713","01","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"93850410000102","Municipal","RS","SÃO LEOPOLDO","041","0410",,"062155950","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"94187101000167","Municipal","RS","ALECRIM","041","0500","91","068515510","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"89983951000131","Municipal","RS","ITAQUI","041","0230","06","0567280","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"14668520000181","Municipal","RS","MANOEL VIANA","041","0713",,"060286460","5","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"90829219000190","Municipal","RS","GUAÍBA","041","0219",,"068549170","3","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01365036000131","Municipal","RS","BARRA DO RIBEIRO","041","0123",,"060232710","3","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"02432846000126","Municipal","RS","JAGUARÃO","041","0235",,"0602299720","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"92453547000160","Municipal","RS","ERECHIM","041","0210",,"060531440","1","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"06284036000120","Municipal","RS","PARECI NOVO","104","0696",,"00000955","5","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"92453547000160","Municipal","RS","ERECHIM","104","0470",,"5166","8","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"04287051000105","Municipal","RS","IGREJINHA","001","1188","6","0000","0","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"05901157000101","Municipal","RS","REDENTORA","041","032","9","060102670","3","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"06284036000120","Municipal","RS","PARECI NOVO","041","0567",,"061545130","8","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01365122000144","Municipal","RS","SÃO JOSÉ DO HORTÊNCIO","041","0678",,"060621101","0","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"87666194000147","Municipal","RS","CANOAS","041","0871",,"061106290","0","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01118729000120","Municipal","RS","PANAMBI","001","0709","9","18340","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"90543398000103","Municipal","RS","NOVO HAMBURGO","041","0290",,"060182820","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01107847000132","Municipal","RS","PORTO ALEGRE","041","0100",,"063722700","9","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01107847000132","Municipal","RS","PORTO ALEGRE","041","0100",,"062277000","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01107847000132","Municipal","RS","PORTO ALEGRE","104","00000",,"2313","6","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01107847000132","Municipal","RS","PORTO ALEGRE","104","0432",,"178","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01467328000185","Municipal","RS","ESPERANÇA DO SUL","748","0313","12","12371","4","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01317299000175","Municipal","RS","SANTA MARIA DO HERVAL","041","0549",,"060146960","5","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"24711250000106","Municipal","RS","PORTO ALEGRE","001","1516","1","25699","4","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"24711250000106","Municipal","RS","PORTO ALEGRE","001","1516","1","25697","8","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"24711250000106","Municipal","RS","PORTO ALEGRE","001","1526","1","25698","6","Fundo Partidário"
"PATRIOTA","PATRI",51,"24072074000100","Municipal","RS","RIO GRANDE","001","0084","1","57961","0","Outros Recursos"
"PATRIOTA","PATRI",51,"19223477000164","Municipal","RS","CAXIAS DO SUL","104","1589",,"3704","5","Outros Recursos"
"PARTIDO COMUNISTA BRASILEIRO","PCB",21,"26515639000101","Municipal","RS","PORTO ALEGRE","041","0040",,"061916560","1","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"09593777000181","Municipal","RS","FARROUPILHA","001","0486","3","33512","6","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"09658533000130","Municipal","RS","ILÓPOLIS","001","4388","5","9179","0","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"25367980000196","Municipal","RS","TIRADENTES DO SUL","041","1128",,"060682830","1","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"10176505000165","Municipal","RS","SANTA ROSA","041","0355",,"068591250","4","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"03895369000106","Municipal","RS","IJUÍ","041","0220",,"068585000","2","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"03698000000103","Municipal","RS","SÃO LEOPOLDO","041","0410",,"068614460","8","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"15554244000193","Municipal","RS","BARROS CASSAL","041","012","4","060479720","4","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"04350376000187","Municipal","RS","BAGÉ","041","0120","06","8502000","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"10541594000100","Municipal","RS","BARROS CASSAL","041","012","4","060480560","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"90983446000176","Municipal","RS","FARROUPILHA","001","0486","3","35994","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"91693077000140","Municipal","RS","MONTENEGRO","041","0283",,"06052114","08","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03750440000154","Municipal","RS","CORONEL BICACO","001","2005","2","12011","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03932160000167","Municipal","RS","BENJAMIN CONSTANT DO SUL","041","0122",,"061181190","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"16103374000172","Municipal","RS","SAGRADA FAMÍLIA","001","0362","x","33642","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"04925359000120","Municipal","RS","CAPÃO DO LEÃO","041","0169","34","060078390","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06353005000184","Municipal","RS","MORRO REUTER","041","0197",,"060577840","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03741845000126","Municipal","RS","SÃO LEOPOLDO","041","0410",,"068633010","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"12843847000117","Municipal","RS","REDENTORA","041","0329",,"060104780","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"94721800000145","Municipal","RS","AUGUSTO PESTANA","041","0119",,"060090190","2","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06240770000198","Municipal","RS","LAJEADO","041","0906","0","061786590","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"25198104000183","Municipal","RS","GRAVATAÍ","041","0670",,"061894720","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03783154000195","Municipal","RS","SÃO FRANCISCO DE ASSIS","041","0385",,"060258670","2","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08218913000190","Municipal","RS","GRAMADO XAVIER","041","1101",,"060478860","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02574676000114","Municipal","RS","MANOEL VIANA","041","0713",,"068532020","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"91261222000113","Municipal","RS","IJUÍ","041","0220",,"060429670","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"07969730000144","Municipal","RS","DOIS IRMÃOS","041","0197",,"068550630","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"14167249000109","Municipal","RS","CAIÇARA","041","0619",,"060050270","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01936539000110","Municipal","RS","PANAMBI","041","0758",,"060934080","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01861938000169","Municipal","RS","SANTA VITÓRIA DO PALMAR","104","0693",,"289","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03811929000199","Municipal","RS","MARCELINO RAMOS","001","2019","0","001507","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03908466000188","Municipal","RS","TRAMANDAÍ","041","0943",,"060367160","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"07477480000125","Municipal","RS","PORTO ALEGRE","041","0835",,"062050700","6","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"07477480000125","Municipal","RS","PORTO ALEGRE","041","0835",,"061011500","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03572605000145","Municipal","RS","MARIANO MORO","041","0735","0","060055620","2","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03879978000163","Municipal","RS","FLORES DA CUNHA","041","0625","1","060504120","0","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03569269000181","Municipal","RS","NOVA PÁDUA","001","4470","9","6255","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03962532000106","Municipal","RS","MARAU","041","0727",,"060294500","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03683515000121","Municipal","RS","BOA VISTA DO SUL","041","0218","81","060635060","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03777904000116","Municipal","RS","ALPESTRE","041","505",,"060192730","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02634842000120","Municipal","RS","MAQUINÉ","041","0300",,"060463930","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06698314000196","Municipal","RS","TAVARES","041","0424","20","06850731","03","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15770783000160","Municipal","RS","ESTAÇÃO","041","0576","0","060287480","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03872138000179","Municipal","RS","ILÓPOLIS","041","0902",,"060556580","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15792780000127","Municipal","RS","PARAÍ","041","0759","14","061289830","1","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15792780000127","Municipal","RS","PARAÍ","041","0759","14","061289440","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15792780000127","Municipal","RS","PARAÍ","041","0759","14","061278400","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15448008000192","Municipal","RS","TAQUARI","041","0950",,"061258240","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15448008000192","Municipal","RS","TAQUARI","104","0519",,"1228","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01261216000173","Municipal","RS","CORONEL BARROS","041","0220",,"062284330","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06309899000105","Municipal","RS","SEVERIANO DE ALMEIDA","041","0718",,"060010370","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"23860494000180","Municipal","RS","ITATIBA DO SUL","041","0231",,"060842890","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08916937000113","Municipal","RS","CHARRUA","104","2093","0","1868","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06981942000184","Municipal","RS","FAZENDA VILANOVA","041","1108",,"060216900","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"15520417000152","Municipal","RS","ARATIBA","041","0525",,"060195620","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01494701000197","Municipal","RS","CARLOS BARBOSA","104","1925",,"003800","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03871388000194","Municipal","RS","MACHADINHO","041","0725",,"060372320","7","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01450739000168","Municipal","RS","BROCHIER","001","3909","8","10821","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02170456000125","Municipal","RS","PASSO DO SOBRADO","041","1057","01","068646630","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01739245000106","Municipal","RS","TAPES","041","041","9","0607622070","4","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03589606000100","Municipal","RS","MOSTARDAS","001","1374","9","6329","0","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02490575000165","Municipal","RS","OSÓRIO","041","0300",,"060313360","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03466271000125","Municipal","RS","PINHEIRO MACHADO","104","4506","3","00000296","4","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"01600359000162","Municipal","RS","NOVO HAMBURGO","041","0290","9","068523640","1","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"94448586000103","Municipal","RS","SÃO MIGUEL DAS MISSÕES","001","4654","X","7325","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02723703000173","Municipal","RS","SÃO LUIZ GONZAGA","041","0412","01","0600978006","06","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02723703000173","Municipal","RS","SÃO LUIZ GONZAGA","104","0513","03","000083568","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"02723703000173","Municipal","RS","SÃO LUIZ GONZAGA","104","0513","03","00002116","8","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03820665000130","Municipal","RS","PORTO VERA CRUZ","041","0323",,"068501520","0","Outros Recursos"
"PROGRESSISTAS","PP",11,"13536163000135","Municipal","RS","ILÓPOLIS","041","0902",,"060558400","6","Outros Recursos"
"PROGRESSISTAS","PP",11,"04946726000172","Municipal","RS","SÃO JOSÉ DO OURO","041","0861","50","06015890","07","Outros Recursos"
"PROGRESSISTAS","PP",11,"89932404000127","Municipal","RS","CHIAPETTA","041","0588","58","06125401","05","Outros Recursos"
"PROGRESSISTAS","PP",11,"03958533000179","Municipal","RS","SARANDI","041","0417","8","068505990","9","Outros Recursos"
"PROGRESSISTAS","PP",11,"03958533000179","Municipal","RS","SARANDI","104","0515","0","003001849","4","Outros Recursos"
"PROGRESSISTAS","PP",11,"15669783000178","Municipal","RS","POÇO DAS ANTAS","041","0946",,"060520050","3","Outros Recursos"
"PROGRESSISTAS","PP",11,"08884804000102","Municipal","RS","COTIPORÃ","041","0193",,"060209280","7","Fundo Partidário"
"PROGRESSISTAS","PP",11,"08884804000102","Municipal","RS","COTIPORÃ","041","0193",,"060200180","1","Outros Recursos"
"PROGRESSISTAS","PP",11,"01807038000133","Municipal","RS","BOSSOROCA","041","0141",,"068502840","6","Outros Recursos"
"PROGRESSISTAS","PP",11,"23586800000131","Municipal","RS","BENJAMIN CONSTANT DO SUL","041","691",,"1176110","8","Outros Recursos"
"PROGRESSISTAS","PP",11,"94188182000110","Municipal","RS","DOUTOR MAURÍCIO CARDOSO","001","3098","8","8501","4","Outros Recursos"
"PROGRESSISTAS","PP",11,"02127658000194","Municipal","RS","GRAMADO","041","0665",,"06021042","01","Outros Recursos"
"PROGRESSISTAS","PP",11,"92464981000146","Municipal","RS","DOM PEDRITO","041","0200",,"060221740","5","Outros Recursos"
"PROGRESSISTAS","PP",11,"03898051000170","Municipal","RS","TIRADENTES DO SUL","041","1128","87","060671460","8","Outros Recursos"
"PROGRESSISTAS","PP",11,"03750476000138","Municipal","RS","SÃO FRANCISCO DE ASSIS","041","085",,"068517400","7","Outros Recursos"
